review,label
I rated it a 3 bc when I'm listening to music and I get out of the app it plays for a little while but then just stops,negative
I mostly use the app for exclusive podcasts like JRE and appreciate Spotify as company as a whole but the app crashes all the time. Frequently when I go to listen to a podcast the podcast doesn't come up so if it has video I can't see it or skip ahead or go back within the podcast its as if the app doesn't register its playing. If the app was more reliable I would like consider using it for music and upgrade to premium account but the frustration isn't worth it.,negative
I wanna give Spotify 5 star but lately a lot of my favorites song just gone. Just like that. It became unplayable. The song that mostly not on YouTube. I'm pissed off. I don't know who to blame but I will blame this app.,negative
"There is a bug in this app that has appeared only recently. I lose the ability to fast forward or rewind a podcast and can't even stop it from playing sometimes. I have to uninstall and reinstall to fix, but then it happens again after a day or so",negative
"Since the latest update, it becomes so buggy and constantly crashing, it's useless to use.",negative
"Since the last update the app is not holding the track position in my playlists, it keeps reverting to the start of the playlist which is a pain when some playlists are many, many albums long. If you could please sort this out I'd be very grateful. Thanks..",negative
Its a very nice app but I cant change what I'm playing on my phone yet on my tablet I can,negative
"It has virtually EVERY song I want, only a select few I have to go to YouTube for, so it's a really convenient app to have if you're a music junkie!",negative
The app is not working,negative
"Force Push App!!!!! Altho i closed all options so it will not connect and auto play, it forces autoplay!!! Minus 5 Stars!!!!!!! Immediately Uninstall",negative
"Free with commercials is an excellent app. It's the only way I found Country Music Star Creed Fisher, who's lyrics relate to today!",positive
Best online songs app ever..no regrets after installing..!!!,positive
everything is good but my question is i have so many downloaded songs then when i open the data it's downloading again i mean it's downloaded right? so why it's downloading again? sorry I'm bad in English but i hope you understand guysðŸ’—,negative
It is very good i could listen for days but the ads are annoying but you can get premium which is good I recommend using spotify,positive
"Does whatever it wants, it's easily the worst of the apps similar to it. It turns podcasts on or off at will and changes the podcast mid episode and loses its place which can be annoying to go back and track down where you left off. All this especially since 99% of the time I'm using the app while driving. Not a fan but I got a prompt to review the app so here it is.",negative
